Q95,Q7min,BFI,Q710,MAF,Qmed,Q10,MaxQ,MedAMax,Max30Day,Flashiness,RBI,CV,Model,Period,Scenario,Catchment
9.27674,7.477942857,0.442760541,7.64853,32.85748992,25.765,64.9238,253.24,135.7,2881.403,8.481384624,0.133151493,73.45157576,CM2.ssp5,2020s,ssp5,23002
8.95564,7.663742857,0.45101226,7.79357,33.59775627,26.57,66.779,187.56,127.085,2739.827,8.918692578,0.127245403,70.37475112,CM3.ssp5,2020s,ssp5,23002
9.42892,7.427,0.445474322,7.79939,37.66771544,29.737,74.764,219.94,145.16,3212.007,9.643755594,0.136151237,72.29159278,CM4.ssp5,2020s,ssp5,23002
8.7097,7.395342857,0.415151015,7.58943,31.21996463,23.296,65.0144,171.1,119.455,2895.434,9.107133426,0.125022803,74.61608541,CM5.ssp5,2020s,ssp5,23002
9.50462,7.425457143,0.455518543,7.933,32.81754435,24.788,66.371,193.42,120.435,2821.433,8.390487994,0.122136798,70.77177135,CM6.ssp5,2020s,ssp5,23002
9.07862,7.496414286,0.45038332,7.86216,30.76934555,23.383,63.1274,173.24,123.31,2589.631,8.524841881,0.124530971,72.98967049,CM7.ssp5,2020s,ssp5,23002
9.38164,7.624142857,0.442510016,7.76075,32.45576254,23.579,67.845,186.83,126.245,3073.359,8.796905445,0.123568766,74.82393244,CM8.ssp5,2020s,ssp5,23002
9.2684,7.428071429,0.445294194,7.76861,31.01545042,22.666,64.6944,193.97,123.41,2866.82,8.505114151,0.129112188,74.30891586,CM9.ssp5,2020s,ssp5,23002
9.96194,8.064814286,0.489297241,8.19679,33.00856546,25.813,65.1596,179.11,111.15,2696.508,7.836626199,0.127855634,67.03998983,CM10.ssp5,2020s,ssp5,23002
8.1689,7.350357143,0.368625179,7.50904,31.23769253,21.727,68.7358,188.15,132.9,3209.27,10.24250511,0.123877044,81.88006983,CM11.ssp5,2020s,ssp5,23002
10.3224,8.063471429,0.492317191,8.28458,32.98483233,25.477,64.997,185.06,132.795,2732.063,7.779101759,0.132730854,70.39670649,CM12.ssp5,2020s,ssp5,23002
8.392585,7.304728571,0.409132215,7.62059,29.7984357,20.6515,64.9765,188.3,123.81,2737.206,9.527386377,0.126450281,80.02435701,CM1.ssp5,2050s,ssp5,23002
8.1701,7.386857143,0.383510491,7.43843,31.63537967,23.3995,65.2744,206.65,133.005,2775.709,9.931022876,0.132499164,78.14021179,CM2.ssp5,2050s,ssp5,23002
8.88564,7.468,0.416712975,7.62839,33.02932908,24.389,69.4105,175.89,124.355,2918.9,9.188375851,0.125235731,74.31138245,CM3.ssp5,2050s,ssp5,23002
9.39468,7.584871429,0.397832376,7.7754,37.45107463,26.85,80.0562,220.58,150.165,3383.742,10.12602345,0.138243316,77.44483598,CM4.ssp5,2050s,ssp5,23002
8.058025,7.371857143,0.365609541,7.39621,31.38115592,22.489,68.4548,212.92,138.715,3061.522,10.24326681,0.129967789,81.1130523,CM5.ssp5,2050s,ssp5,23002
8.483535,7.547914286,0.395301811,7.60596,31.12242252,22.5455,65.8669,242.91,123.45,2852.76,9.342384985,0.123321833,77.78032618,CM6.ssp5,2050s,ssp5,23002
8.280065,7.3886,0.404265924,7.47189,28.85786137,20.772,60.7028,225.04,125.92,2556.766,9.046758691,0.125680734,78.39477689,CM7.ssp5,2050s,ssp5,23002
8.417955,7.412542857,0.399348322,7.56717,31.17266131,22.3805,66.787,178.1,129.345,2992.419,9.662453648,0.123448353,78.82915931,CM8.ssp5,2050s,ssp5,23002
8.811835,7.359628571,0.430657214,7.63612,31.75437348,23.425,65.6062,195.33,128.17,3012.72,9.213302337,0.132675611,75.67701545,CM9.ssp5,2050s,ssp5,23002
9.745025,7.894542857,0.457602132,8.12504,33.52530272,25.663,67.7615,230.73,112.51,2717.998,8.266756627,0.131598757,70.03879725,CM10.ssp5,2050s,ssp5,23002
8.347305,7.3578,0.384077527,7.56481,31.77483489,22.509,69.0167,188.73,126.53,2979.273,10.10315305,0.124709223,79.98379337,CM11.ssp5,2050s,ssp5,23002
9.4583,7.5933,0.445732428,7.84747,32.78704689,23.4905,67.5786,208.23,142.52,3047.153,8.816705962,0.13620024,76.91407103,CM12.ssp5,2050s,ssp5,23002
7.69698,7.152857143,0.344567652,7.29959,29.65745604,19.8,66.9604,264.63,138.625,2783.583,10.6623377,0.134668628,87.8328639,CM1.ssp5,2080s,ssp5,23002
7.89434,7.234385714,0.358696202,7.40212,30.70843776,21.855,66.2228,186.13,136.235,2795.951,10.56404969,0.133988777,82.19514222,CM2.ssp5,2080s,ssp5,23002
8.49026,7.414228571,0.395673317,7.61551,32.51419657,23.642,68.9922,177.63,127.685,2942.286,9.955172162,0.129656684,77.64136922,CM3.ssp5,2080s,ssp5,23002
8.92734,7.480857143,0.376232129,7.78548,36.82566936,25.923,79.8488,235.76,155.035,3483.235,11.01387423,0.142513075,81.23531315,CM4.ssp5,2080s,ssp5,23002
7.57886,7.132957143,0.309226096,7.20238,31.67940907,21.879,70.4936,254.62,136.865,2997.736,11.59857815,0.138595485,86.29999404,CM5.ssp5,2080s,ssp5,23002
8.0183,7.337171429,0.364311702,7.48437,31.26443628,21.665,67.3352,269.87,138.11,2910.785,10.15300001,0.133981185,82.59902123,CM6.ssp5,2080s,ssp5,23002
7.77022,7.2404,0.348110165,7.32165,28.32407951,18.532,62.5846,217.58,134.305,3035.531,10.1844478,0.132887958,87.19546945,CM7.ssp5,2080s,ssp5,23002
8.1551,7.477914286,0.410428051,7.47725,28.81382004,19.516,63.0028,205.1,128.995,3066.47,9.652315729,0.122784426,83.06719997,CM8.ssp5,2080s,ssp5,23002
8.6015,7.3796,0.40918878,7.66753,31.36205247,22.162,67.3614,180.97,128.665,3313.18,9.567912573,0.134980141,78.63808105,CM9.ssp5,2080s,ssp5,23002
8.71424,7.483157143,0.426553499,7.58753,31.65370823,23.292,66.5604,174.57,123.305,2791.661,9.085106676,0.132912291,74.15886068,CM10.ssp5,2080s,ssp5,23002
8.68204,7.422842857,0.405620288,7.70454,30.34611521,21.049,65.4978,170.59,117.82,2646.573,9.114240432,0.121300801,77.64146875,CM11.ssp5,2080s,ssp5,23002
8.94196,7.760185714,0.431186017,7.80919,33.26638485,24.499,69.567,226.16,143.295,2841.163,9.517175205,0.142898546,76.44076605,CM12.ssp5,2080s,ssp5,23002
10.1307,9.1322,0.532825087,9.29565,25.33570644,20.104,48.5112,154.55,83.234,2123.596,5.734509955,0.090202377,63.06947587,CM1.ssp1,Baseline,ssp1,24008
10.326,9.064071429,0.532988941,9.37218,25.66516667,20.9675,46.4312,163.12,83.0235,2320.727,5.470918071,0.086428006,60.86188491,CM2.ssp1,Baseline,ssp1,24008
10.18285,9.271,0.543579106,9.40635,24.7898601,20.006,45.9831,134.81,83.248,2042.183,5.436768685,0.086123994,60.46570671,CM3.ssp1,Baseline,ssp1,24008
10.0087,9.166257143,0.532266831,9.29535,24.49006632,19.318,46.2555,131.22,87.413,2107.137,5.589202394,0.086800626,63.41297438,CM4.ssp1,Baseline,ssp1,24008
10.1467,9.0868,0.534663356,9.32391,25.28413411,20.2005,47.305,163.22,84.3515,2057.037,5.572526043,0.087234596,61.42150796,CM5.ssp1,Baseline,ssp1,24008
10.12955,9.033057143,0.544151959,9.32193,24.48718557,19.3155,46.0339,133.29,83.8275,2140.976,5.490130361,0.080998435,62.34115501,CM6.ssp1,Baseline,ssp1,24008
10.274,9.086685714,0.539713961,9.50047,25.35370768,20.212,46.8261,149.4,89.32,2122.795,5.573642204,0.086860526,62.54803612,CM7.ssp1,Baseline,ssp1,24008
10.2,9.209371429,0.540609007,9.48637,24.51725705,19.134,46.3929,124.42,86.047,1966.34,5.567838235,0.086583865,62.96437243,CM8.ssp1,Baseline,ssp1,24008
10.47185,9.182085714,0.549627588,9.52914,25.21934906,20.3445,46.1621,126.59,85.8975,1862.363,5.3700922,0.088852922,59.74484825,CM9.ssp1,Baseline,ssp1,24008
10.303,9.156214286,0.540606375,9.4563,25.33682664,20.2865,47.108,126.49,86.9485,2016.801,5.540264971,0.090509677,60.81519619,CM10.ssp1,Baseline,ssp1,24008
9.90824,8.965585714,0.540260792,9.18674,24.73620185,19.659,46.7036,131.55,81.8145,2170.475,5.782596102,0.081461755,61.85889328,CM11.ssp1,Baseline,ssp1,24008
10.212,9.2724,0.548885815,9.35287,25.00428984,20.663,45.3973,110.01,80.298,2073.551,5.385835292,0.085726793,58.70325844,CM12.ssp1,Baseline,ssp1,24008
9.8333,8.997242857,0.524116185,9.1986,24.22745256,19.032,45.724,160.63,87.8755,2078.847,5.744744897,0.090062924,64.82945243,CM1.ssp1,2020s,ssp1,24008
9.86586,9.119385714,0.483961471,9.20712,25.39664979,20.153,48.2824,239.1,93.4175,2213.003,5.935032526,0.093525731,67.84655344,CM2.ssp1,2020s,ssp1,24008
10.2308,9.118457143,0.546077353,9.19699,26.75994514,21.95,48.6206,135.2,90.097,2332.516,5.845564374,0.094156347,61.11189596,CM3.ssp1,2020s,ssp1,24008
10.698,9.135714286,0.517120934,9.20516,30.63886792,24.809,57.1714,162.59,110.17,2754.059,6.559674706,0.105985164,64.81208236,CM4.ssp1,2020s,ssp1,24008
9.63992,8.989057143,0.505555567,9.04552,23.92021926,18.953,45.725,118.97,86.8295,2253.913,5.731313123,0.084094083,64.61603645,CM5.ssp1,2020s,ssp1,24008
9.96074,9.075814286,0.524333085,9.3739,25.33885499,19.869,48.2594,129.05,86.561,2357.416,5.90263374,0.088290501,64.23408815,CM6.ssp1,2020s,ssp1,24008
10.0878,9.259985714,0.547080344,9.30017,24.03303308,18.841,44.668,156.78,86.3095,2087.706,5.544162255,0.089218373,63.43285766,CM7.ssp1,2020s,ssp1,24008
10.5128,9.327557143,0.5479946,9.4718,24.90353007,19.457,46.4512,140.22,93.4255,2349.837,5.566547447,0.089784249,64.0874497,CM8.ssp1,2020s,ssp1,24008
10.273,9.0052,0.523314709,9.34384,25.23529298,19.99,47.8628,140.25,82.4795,2027.048,5.705344106,0.091380357,63.23862249,CM9.ssp1,2020s,ssp1,24008
10.2738,9.311114286,0.518669884,9.44814,25.89508358,20.102,50.138,148.47,85.514,2368.544,5.772080438,0.092526917,64.1572011,CM10.ssp1,2020s,ssp1,24008
9.97818,9.236485714,0.500475272,9.32616,24.92630647,18.656,48.9422,151.48,86.0505,2335.274,6.018332,0.084034764,67.64745029,CM11.ssp1,2020s,ssp1,24008
10.9372,9.363757143,0.551339595,9.76317,26.30139416,20.587,48.933,136.76,101.4,2213.421,5.525344695,0.097514956,63.97646881,CM12.ssp1,2020s,ssp1,24008
9.73357,9.077885714,0.513992444,9.16336,23.34859228,17.71,44.7998,162.23,90.862,2006.96,5.632265448,0.090115088,68.57990228,CM1.ssp1,2050s,ssp1,24008
9.852255,9.047242857,0.498998727,9.15718,27.3101899,21.5415,51.5927,221.84,98.6595,2564.297,6.344425718,0.098355565,67.57510853,CM2.ssp1,2050s,ssp1,24008
10.23785,9.0859,0.525119941,9.45448,25.79267885,20.6025,48.4789,124.76,95.96,2044.885,5.711707048,0.089713592,63.32937315,CM3.ssp1,2050s,ssp1,24008
10.6357,9.221271429,0.492660977,9.73019,30.11655214,23.22,59.1281,154.17,124.91,2492.227,6.731296483,0.104174805,68.44011559,CM4.ssp1,2050s,ssp1,24008
9.64032,8.9223,0.460719757,9.06039,25.16985614,18.571,49.7455,166.86,94.561,2316.074,6.249253137,0.090348826,69.69872384,CM5.ssp1,2050s,ssp1,24008
9.95347,8.947428571,0.514582775,9.20063,25.75290245,20.587,48.6273,140.2,94.0645,2632.912,6.003192856,0.090993704,65.084329,CM6.ssp1,2050s,ssp1,24008
9.6263,9.037257143,0.510926045,9.11711,23.33018666,17.885,44.3887,139.9,88.745,1892.675,5.733734664,0.086937466,65.73030513,CM7.ssp1,2050s,ssp1,24008
9.805005,8.965485714,0.486319215,9.1417,26.10322523,19.8075,51.5089,187,95.601,2333.912,6.364912614,0.094490449,68.93418172,CM8.ssp1,2050s,ssp1,24008
10.198,9.301628571,0.523398255,9.31549,25.51785351,20.375,48.7439,127.5,89.222,1989.11,5.737713277,0.093722953,62.66765001,CM9.ssp1,2050s,ssp1,24008
10.43255,9.228357143,0.533620511,9.53105,26.05643844,20.735,49.1371,123.75,91.341,2096.436,5.651700687,0.092945814,61.71083341,CM10.ssp1,2050s,ssp1,24008
9.869445,9.087142857,0.512473765,9.29117,25.11884681,19.7215,48.5746,123.48,92.7745,2073.099,5.934183736,0.085911722,64.19321723,CM11.ssp1,2050s,ssp1,24008
10.88785,9.3901,0.576755897,9.59912,25.14061855,20.194,45.5755,206.01,82.6815,1977.64,5.1281061,0.092415748,60.03466828,CM12.ssp1,2050s,ssp1,24008
9.55756,8.863671429,0.49188707,9.12737,24.02787292,18.067,46.492,287.7,98.2055,2470.604,6.077304249,0.093975281,71.45768347,CM1.ssp1,2080s,ssp1,24008
10.1638,9.294971429,0.509263658,9.33627,26.98994867,21.439,51.0774,139.54,99.556,2144.571,6.130128495,0.095392672,65.11110934,CM2.ssp1,2080s,ssp1,24008
10.141,9.290585714,0.499144256,9.33727,26.41921618,19.821,52.0944,158.71,97.2025,2234.257,6.203786609,0.093317766,67.46507461,CM3.ssp1,2080s,ssp1,24008
10.5518,9.436242857,0.460925111,9.49518,30.86835511,22.463,62.9126,186.34,118.575,2813.272,7.200780909,0.10862212,72.64552819,CM4.ssp1,2080s,ssp1,24008
9.86414,9.124614286,0.48146407,9.19511,26.14525315,19.173,51.9522,178.26,101.05,2648.553,6.572595279,0.09497762,71.15627814,CM5.ssp1,2080s,ssp1,24008
9.8074,9.142971429,0.499333436,9.1643,24.90920716,19.164,49.0468,175.9,94.39,2501.433,5.994881416,0.089621221,68.01206545,CM6.ssp1,2080s,ssp1,24008
9.7346,8.954871429,0.506571825,9.0993,24.22163926,17.869,47.5322,152.53,90.2895,2544.31,6.031352084,0.090883324,69.51125055,CM7.ssp1,2080s,ssp1,24008
10.052,9.195157143,0.488911142,9.31153,26.77787205,19.912,53.8264,176.44,101.475,2547.081,6.484878631,0.096290334,69.31278944,CM8.ssp1,2080s,ssp1,24008
10.4968,9.0067,0.516652908,9.57955,26.94071742,21.212,51.457,124.02,102.635,2114.962,5.980394025,0.096109422,64.84915872,CM9.ssp1,2080s,ssp1,24008
10.6186,9.271271429,0.532881172,9.51976,26.72640871,21.136,50.4854,177.76,90.922,2478.592,5.699037538,0.095670914,62.95952807,CM10.ssp1,2080s,ssp1,24008
9.9432,9.017114286,0.508564742,9.25463,24.76380875,18.379,49.0382,146.39,88.0965,2147.662,6.105981978,0.086653367,67.26953735,CM11.ssp1,2080s,ssp1,24008
10.3948,8.945957143,0.534912564,9.40991,25.79113097,20.356,48.5994,143.73,90.934,2162.521,5.586081502,0.093706064,63.15389862,CM12.ssp1,2080s,ssp1,24008
10.1307,9.1322,0.532827053,9.29565,25.335613,20.104,48.5105,154.55,83.234,2123.592,5.734426052,0.09020227,63.06941889,CM1.ssp3,Baseline,ssp3,24008
10.326,9.064071429,0.532990768,9.37218,25.66507866,20.967,46.4312,163.12,83.0225,2320.705,5.470821228,0.086427757,60.86189721,CM2.ssp3,Baseline,ssp3,24008
10.18285,9.271,0.543580074,9.40635,24.78981597,20.006,45.9831,134.81,83.248,2042.183,5.436768685,0.086124023,60.46575406,CM3.ssp3,Baseline,ssp3,24008
10.0087,9.166257143,0.532267027,9.29535,24.49005731,19.318,46.2555,131.22,87.413,2107.138,5.589117468,0.086800646,63.41301014,CM4.ssp3,Baseline,ssp3,24008
10.1467,9.0868,0.534663684,9.32391,25.28411862,20.2005,47.3047,163.22,84.3515,2057.037,5.572526043,0.087234599,61.42144601,CM5.ssp3,Baseline,ssp3,24008
10.12955,9.033057143,0.544151794,9.32193,24.48719299,19.3155,46.0339,133.29,83.8275,2140.974,5.490130361,0.08099841,62.34115638,CM6.ssp3,Baseline,ssp3,24008
10.274,9.086685714,0.539709408,9.50047,25.35392156,20.2125,46.8264,149.41,89.3215,2122.828,5.573724937,0.086860695,62.54802174,CM7.ssp3,Baseline,ssp3,24008
10.2,9.209371429,0.540608641,9.48637,24.51727365,19.134,46.3929,124.42,86.047,1966.341,5.567838235,0.086583852,62.96436827,CM8.ssp3,Baseline,ssp3,24008
10.47185,9.182085714,0.549628273,9.52914,25.21931762,20.3445,46.1621,126.59,85.8975,1862.363,5.37017337,0.088852881,59.74495181,CM9.ssp3,Baseline,ssp3,24008
10.303,9.156214286,0.540605849,9.4563,25.33685127,20.2865,47.108,126.49,86.9485,2016.801,5.540264971,0.09050966,60.81514238,CM10.ssp3,Baseline,ssp3,24008
9.90824,8.965585714,0.540261024,9.18674,24.73619121,19.659,46.7036,131.55,81.8145,2170.47,5.782596102,0.08146172,61.8589022,CM11.ssp3,Baseline,ssp3,24008
10.212,9.2724,0.548886044,9.35287,25.00427938,20.663,45.3973,110.01,80.298,2073.549,5.385835292,0.08572672,58.70327785,CM12.ssp3,Baseline,ssp3,24008
9.8608,9.088542857,0.520936912,9.25687,24.53656039,18.921,46.2662,194.26,90.613,2016.247,5.733429336,0.091668123,66.2211199,CM1.ssp3,2020s,ssp3,24008
10.1034,9.306514286,0.52367942,9.43255,25.12223986,20.011,46.6282,266.4,85.759,2178.997,5.588851278,0.092709078,64.65187223,CM2.ssp3,2020s,ssp3,24008
10.1664,9.090771429,0.525311902,9.2123,26.59943542,21.558,49.4184,142.96,94.6565,2050.377,5.872344193,0.09300737,62.16445635,CM3.ssp3,2020s,ssp3,24008
10.5618,9.172914286,0.501227266,9.2537,30.50312912,24.283,57.8848,179.58,119.785,2521.782,6.648109224,0.104807771,66.45471361,CM4.ssp3,2020s,ssp3,24008
9.71764,8.930114286,0.513568089,9.16424,24.10975345,18.769,45.6062,161.53,86.319,2392.598,5.844196739,0.085745078,67.47456524,CM5.ssp3,2020s,ssp3,24008
10.03,9.176271429,0.521586314,9.30586,25.39368779,19.812,47.836,146.15,93.1825,2429.183,5.792801595,0.089030323,64.36256674,CM6.ssp3,2020s,ssp3,24008
9.7225,9.021142857,0.537028013,9.06543,23.44011802,18.111,43.9214,185.32,82.51,2432.058,5.603270764,0.085824452,65.47462313,CM7.ssp3,2020s,ssp3,24008
10.2642,9.232828571,0.518021227,9.3912,26.23251576,20.5,50.5694,128.62,97.323,2338.758,6.037879231,0.092372434,65.68837867,CM8.ssp3,2020s,ssp3,24008
10.3388,8.957785714,0.527227528,9.49931,24.91523927,19.215,47.9934,143.7,82.186,2338.965,5.604576933,0.088495364,63.57771155,CM9.ssp3,2020s,ssp3,24008
10.376,9.309785714,0.547007207,9.45687,26.37076771,21.648,48.967,143.3,82.5975,2368.545,5.633018504,0.093897185,59.997708,CM10.ssp3,2020s,ssp3,24008
9.84704,8.956685714,0.47469066,9.24133,25.74940066,18.904,52.0702,207.53,93.3295,2798.398,6.421097101,0.090981655,70.3976821,CM11.ssp3,2020s,ssp3,24008
10.6264,9.242928571,0.542020392,9.529,25.77024814,20.127,48.7096,144.04,100.72,2552.076,5.630580441,0.094002253,64.2565615,CM12.ssp3,2020s,ssp3,24008
9.509765,8.938257143,0.484677796,9.08505,23.96488984,17.271,48.0624,194.76,87.8105,2447.872,6.304561679,0.092538094,72.92768935,CM1.ssp3,2050s,ssp3,24008
9.64157,9.009485714,0.495522626,8.99976,24.91763109,19.6625,47.6033,163.11,91.569,2320.094,5.887002843,0.091946943,66.28228672,CM2.ssp3,2050s,ssp3,24008
10.27185,9.105471429,0.510000127,9.29802,26.54558165,20.2145,52.4851,160.13,97.8075,2402.117,6.107609632,0.094395425,67.12114658,CM3.ssp3,2050s,ssp3,24008
10.64185,9.161128571,0.470944281,9.40852,31.10983742,22.997,63.5072,239.35,122.98,2903.626,7.241729586,0.110590522,72.94286872,CM4.ssp3,2050s,ssp3,24008
9.344115,8.8546,0.472942889,8.94302,24.88725439,19.0295,48.6829,143.39,89.217,2094.896,6.312636349,0.091777067,67.53417698,CM5.ssp3,2050s,ssp3,24008
9.816015,8.9912,0.509134045,9.24545,25.16429637,19.83,47.3954,185.62,91.9975,2278.322,6.039243013,0.089050843,66.99113967,CM6.ssp3,2050s,ssp3,24008
9.778435,9.024942857,0.50129029,9.06043,24.73267537,19.158,47.3568,185.12,91.893,1901.415,5.775975399,0.092187037,65.81648841,CM7.ssp3,2050s,ssp3,24008
9.66607,8.951257143,0.50082161,9.13864,24.0035569,18.38,46.8768,133.31,90.0985,2334.639,5.913675361,0.088813184,67.60021424,CM8.ssp3,2050s,ssp3,24008
9.88767,9.109242857,0.509719691,9.2972,25.00050563,19.854,47.1272,131.64,90.4375,2146.1,5.8508324,0.091400112,63.66787025,CM9.ssp3,2050s,ssp3,24008
10.25155,9.230057143,0.537091281,9.43698,26.15663389,20.8985,48.7698,148.09,91.4505,2179.415,5.665894426,0.095325403,61.8907056,CM10.ssp3,2050s,ssp3,24008
9.909025,9.094757143,0.498772647,9.18344,25.56174655,19.8085,49.8508,125.43,94.5735,2176.291,6.09819836,0.08999626,66.49081114,CM11.ssp3,2050s,ssp3,24008
10.509,9.224085714,0.546743239,9.47958,26.65053533,21.013,49.9906,211.31,96.9855,2607.857,5.827690551,0.099918375,64.1348063,CM12.ssp3,2050s,ssp3,24008
9.31554,8.933985714,0.45852863,8.9901,23.80440234,17.24,48.0082,174.92,97.1225,2903.138,6.468352881,0.09625862,75.00603037,CM1.ssp3,2080s,ssp3,24008
9.54342,8.875142857,0.465257558,9.08667,24.77337509,18.473,48.255,172.96,91.6045,2544.951,6.246921963,0.096069607,69.9827492,CM2.ssp3,2080s,ssp3,24008
9.5188,8.939314286,0.478453653,9.00315,25.17694225,18.602,50.1524,139.35,93.075,2155.447,6.530297937,0.094809156,70.46934165,CM3.ssp3,2080s,ssp3,24008
9.7007,8.992214286,0.433062043,9.04515,29.52694704,21.097,60.5346,209.47,124.525,2574.471,7.923077716,0.111699687,77.02726619,CM4.ssp3,2080s,ssp3,24008
9.2112,8.8483,0.437559629,8.92812,24.66406697,17.911,49.7496,132.41,95.728,2217.242,6.707877367,0.096812138,73.06889327,CM5.ssp3,2080s,ssp3,24008
9.43844,8.955771429,0.470214711,8.99475,24.65256771,18.704,47.857,142.11,96.107,2532.296,6.215137247,0.090253386,69.93697619,CM6.ssp3,2080s,ssp3,24008
9.38884,8.895142857,0.489407661,8.97628,23.37315273,17.26,45.4012,189.38,91.5605,2230.38,5.940329157,0.092188208,69.85003519,CM7.ssp3,2080s,ssp3,24008
9.60404,9.043342857,0.4873185,9.16398,23.98841823,17.579,48.4324,133.81,96.1955,2342.592,6.160324197,0.089886453,69.7995454,CM8.ssp3,2080s,ssp3,24008
9.66806,9.067442857,0.485897412,9.10327,24.86327301,19.308,48.5544,146.6,89.028,1961.659,6.142493944,0.096718634,67.34800417,CM9.ssp3,2080s,ssp3,24008
9.86488,9.130614286,0.502747206,9.2457,25.94146691,19.688,50.1658,131.78,89.2885,2046.646,6.277258314,0.095540269,65.61413582,CM10.ssp3,2080s,ssp3,24008
9.6397,9.024757143,0.472424763,9.14973,25.34160131,19.055,50.5862,162.03,85.3365,2503.94,6.291253877,0.092232907,68.74731959,CM11.ssp3,2080s,ssp3,24008
10.3584,9.100242857,0.532390549,9.4912,25.32351489,18.83,48.914,216.24,105.45,2232.189,5.881526104,0.097105961,70.13084147,CM12.ssp3,2080s,ssp3,24008
10.1307,9.132185714,0.532826224,9.29565,25.33565239,20.104,48.5105,154.55,83.234,2123.596,5.734509955,0.090202252,63.0695404,CM1.ssp5,Baseline,ssp5,24008
10.326,9.064071429,0.532990661,9.37218,25.66508383,20.9675,46.4312,163.12,83.023,2320.722,5.470821228,0.086427938,60.86189187,CM2.ssp5,Baseline,ssp5,24008
10.18285,9.271,0.543578939,9.40635,24.78986774,20.006,45.9831,134.81,83.248,2042.183,5.436768685,0.086124103,60.46580315,CM3.ssp5,Baseline,ssp5,24008
10.0087,9.166257143,0.532267702,9.29535,24.49002625,19.318,46.2555,131.22,87.413,2107.138,5.589187407,0.086800608,63.41312748,CM4.ssp5,Baseline,ssp5,24008
10.1467,9.0868,0.534663757,9.32391,25.28411516,20.2005,47.3047,163.22,84.3515,2057.037,5.572526043,0.08723451,61.42143163,CM5.ssp5,Baseline,ssp5,24008
10.12955,9.033057143,0.544151922,9.32193,24.48718723,19.3155,46.0339,133.29,83.8275,2140.974,5.490130361,0.080998452,62.34115031,CM6.ssp5,Baseline,ssp5,24008
10.274,9.086685714,0.539710193,9.50047,25.35388471,20.212,46.8264,149.41,89.3215,2122.839,5.573642204,0.086860486,62.54816439,CM7.ssp5,Baseline,ssp5,24008
10.2,9.209371429,0.54060845,9.48637,24.51728234,19.134,46.3929,124.42,86.047,1966.342,5.567838235,0.086583832,62.96429914,CM8.ssp5,Baseline,ssp5,24008
10.47185,9.182085714,0.549627548,9.52914,25.2193509,20.3445,46.1621,126.59,85.8975,1862.365,5.37017337,0.088852967,59.74485692,CM9.ssp5,Baseline,ssp5,24008
10.303,9.156214286,0.540605074,9.4563,25.3368876,20.2865,47.108,126.49,86.9485,2016.801,5.540264971,0.090509632,60.81512572,CM10.ssp5,Baseline,ssp5,24008
9.90824,8.965585714,0.540261328,9.18674,24.7361773,19.659,46.7036,131.55,81.8145,2170.469,5.782580963,0.081461715,61.85885193,CM11.ssp5,Baseline,ssp5,24008
10.212,9.272414286,0.548856006,9.35287,25.00428135,20.663,45.3973,110.01,80.298,2073.549,5.385752056,0.085726743,58.70317262,CM12.ssp5,Baseline,ssp5,24008
9.92354,8.950457143,0.509334224,9.12545,24.51042832,18.825,47.6168,168.69,84.0405,2621.698,5.787471003,0.088771449,65.85081577,CM1.ssp5,2020s,ssp5,24008
9.98484,9.080442857,0.505338383,9.19632,25.91332943,20.978,47.9304,208.44,94.893,2307.161,5.846703603,0.09775135,66.56882815,CM2.ssp5,2020s,ssp5,24008
9.94822,9.191585714,0.512094125,9.20907,26.63182279,21.698,49.5852,160.49,95.845,2254.331,6.027812011,0.093687702,63.33016141,CM3.ssp5,2020s,ssp5,24008
10.248,9.172914286,0.485812362,9.27912,30.52824744,24.303,58.0374,226.07,111.67,2628.472,6.97187744,0.105584105,68.08151121,CM4.ssp5,2020s,ssp5,24008
9.71892,8.925171429,0.493728387,9.13503,24.56613864,18.966,48.251,132.49,85.632,2283.533,6.006099443,0.088661879,66.55130186,CM5.ssp5,2020s,ssp5,24008
10.146,9.171714286,0.516450403,9.4378,26.0083058,20.288,49.6136,171.29,92.155,2307.69,5.88495959,0.089811803,64.52507728,CM6.ssp5,2020s,ssp5,24008
9.8692,9.001271429,0.526094174,9.07619,23.92537424,18.973,45.4428,118.8,86.7485,2011.026,5.662647428,0.086720146,63.64794957,CM7.ssp5,2020s,ssp5,24008
10.1448,9.121171429,0.516943093,9.19292,25.96997656,20.027,49.9868,121.24,93.094,2484.776,6.064466525,0.092225147,65.55362119,CM8.ssp5,2020s,ssp5,24008
10.1938,9.170885714,0.516347144,9.34745,24.91734515,19.164,47.6234,132.89,92.5745,2239.506,5.706605976,0.092461923,65.69545542,CM9.ssp5,2020s,ssp5,24008
10.444,9.3075,0.548100912,9.40566,25.91858486,20.665,48.0492,143.3,79.8425,2368.549,5.447567982,0.091402487,60.64215898,CM10.ssp5,2020s,ssp5,24008
9.46766,8.978657143,0.450307063,9.08081,25.00071821,18.134,51.3528,145.83,99.453,2584.92,6.657505656,0.089888805,73.16393612,CM11.ssp5,2020s,ssp5,24008
10.844,9.403071429,0.554345628,9.63177,26.01626003,20.335,48.4754,138.18,100.505,2197.314,5.514404279,0.096622489,63.75000417,CM12.ssp5,2020s,ssp5,24008
9.512955,8.941871429,0.494995012,9.03605,23.11588949,16.817,45.8713,147.8,90.4885,2281.339,6.050044387,0.087614312,70.87362246,CM1.ssp5,2050s,ssp5,24008
