Q95,Q7min,BFI,Q710,MAF,Qmed,Q10,MaxQ,MedAMax,Max30Day,Flashiness,RBI,CV,Model,Period,Scenario,Catchment
3.823955,3.528242857,0.563532937,3.54549,8.828765231,7.2414,15.58,55.022,28.9875,802.459,4.922246731,0.082989649,59.5671511,CM1.ssp1,Baseline,ssp1,6013
3.907025,3.578671429,0.553166193,3.60771,8.918928993,7.3247,15.9536,58.963,28.7125,828.061,4.859886998,0.081970104,58.52762795,CM2.ssp1,Baseline,ssp1,6013
3.833585,3.485342857,0.569842077,3.55836,8.698594223,7.22485,15.0783,64.654,28.7675,778.099,4.720333578,0.08067098,57.87312448,CM3.ssp1,Baseline,ssp1,6013
3.8427,3.5062,0.560634032,3.52926,8.63584749,6.9851,15.673,45.561,32.391,727.379,5.007273532,0.080499679,60.20338677,CM4.ssp1,Baseline,ssp1,6013
3.82887,3.495414286,0.567158851,3.55996,8.734369556,7.3057,15.3676,54.601,28.2315,724.522,4.782821041,0.080410906,56.1891283,CM5.ssp1,Baseline,ssp1,6013
3.877985,3.471828571,0.572503337,3.53836,8.633705138,6.99895,15.5992,53.202,27.1725,725.613,4.82383248,0.076791743,58.64810383,CM6.ssp1,Baseline,ssp1,6013
3.835105,3.443057143,0.56869845,3.54917,8.775784422,7.17535,15.2973,63.483,29.0045,721.9525,4.964401235,0.081821021,59.51222749,CM7.ssp1,Baseline,ssp1,6013
3.88398,3.454071429,0.570499918,3.59372,8.563016134,6.7663,15.5015,58.178,29.904,707.932,4.879440677,0.08093684,61.30947832,CM8.ssp1,Baseline,ssp1,6013
3.951125,3.5342,0.564634663,3.61466,8.921875205,7.336,15.8542,54.362,30.352,655.189,4.870625455,0.082871047,58.00518113,CM9.ssp1,Baseline,ssp1,6013
3.8688,3.448771429,0.564577558,3.58287,8.883854709,7.19445,16.0523,46.094,30.7295,753.734,5.054926592,0.085586436,59.54698332,CM10.ssp1,Baseline,ssp1,6013
3.8239,3.510128571,0.563154989,3.55403,8.791585079,7.2207,15.7344,69.992,28.771,721.725,4.911163995,0.079589603,58.42004502,CM11.ssp1,Baseline,ssp1,6013
3.829785,3.522585714,0.575222225,3.55848,8.78986378,7.3121,15.7634,52.928,26.789,840.252,4.951008999,0.081028819,57.1602441,CM12.ssp1,Baseline,ssp1,6013
3.80326,3.407842857,0.576917731,3.54078,8.510745533,6.9122,15.1104,52.735,27.0765,866.694,4.87718431,0.081470479,58.83552238,CM1.ssp1,2020s,ssp1,6013
3.8248,3.471628571,0.524502157,3.56103,9.088237173,7.4095,16.2718,70.718,34.622,820.6351,5.308094541,0.09056217,65.00052128,CM2.ssp1,2020s,ssp1,6013
3.88204,3.4918,0.555298939,3.54285,9.300035785,7.8039,16.5026,49.482,31.162,715.979,5.152394102,0.086922933,57.90485549,CM3.ssp1,2020s,ssp1,6013
4.02948,3.504271429,0.537089098,3.53785,10.73360085,8.8184,19.2644,67.909,38.0485,849.089,5.884977714,0.099498429,61.63308135,CM4.ssp1,2020s,ssp1,6013
3.70544,3.440414286,0.542336496,3.49939,8.474259122,6.8729,15.1974,47.579,28.206,831.517,5.035461376,0.083570939,62.53540086,CM5.ssp1,2020s,ssp1,6013
3.7128,3.469314286,0.538839971,3.49021,8.709450397,7.0142,15.7714,46.994,33.5135,674.737,5.187890541,0.08384059,61.54546015,CM6.ssp1,2020s,ssp1,6013
3.73798,3.436342857,0.584483866,3.52698,8.250013872,6.7708,14.5838,54.031,28.6565,747.859,4.701148749,0.080165125,58.55306901,CM7.ssp1,2020s,ssp1,6013
3.94106,3.537071429,0.583083647,3.58922,8.521933385,6.9041,15.124,49.085,30.0785,780.864,4.742074467,0.081816949,58.90001076,CM8.ssp1,2020s,ssp1,6013
3.84886,3.496342857,0.551208715,3.56757,8.818075386,7.0842,16.1552,55.886,29.6295,860.833,5.050586407,0.084315657,61.49367577,CM9.ssp1,2020s,ssp1,6013
3.81208,3.537471429,0.532595306,3.56021,9.275710742,7.2209,17.6824,57.154,34.955,802.277,5.593009591,0.091459942,64.84813576,CM10.ssp1,2020s,ssp1,6013
3.75328,3.509642857,0.512194275,3.52909,8.847619385,6.9483,16.349,59.588,31.074,831.157,5.389366101,0.083480788,65.60401541,CM11.ssp1,2020s,ssp1,6013
4.04396,3.536342857,0.564479899,3.652,9.225483508,7.3251,16.8432,55.715,35.202,773.327,5.090109694,0.092385668,62.72389055,CM12.ssp1,2020s,ssp1,6013
3.8589,3.5018,0.556671211,3.57789,8.832547655,7.0766,15.8495,66.655,33.3035,757.066,5.159320013,0.090327991,64.37589909,CM1.ssp1,2050s,ssp1,6013
3.75126,3.469914286,0.535457239,3.51503,9.576021446,7.8401,17.2326,79.158,29.7085,879.122,5.524623726,0.093998483,63.22836913,CM2.ssp1,2050s,ssp1,6013
3.87051,3.442142857,0.569992638,3.58646,8.92358017,7.33445,15.6633,51.098,30.3445,735.389,4.949412351,0.083584999,59.30297655,CM3.ssp1,2050s,ssp1,6013
4.118365,3.467171429,0.538759593,3.69427,10.78904223,8.8251,19.4195,74.258,39.532,1003.383,5.733840978,0.100767593,63.92962155,CM4.ssp1,2050s,ssp1,6013
3.790885,3.454971429,0.48585826,3.53063,9.771882853,7.34825,18.5372,83.421,41.5145,1023.075,6.236459296,0.100030108,71.87621204,CM5.ssp1,2050s,ssp1,6013
3.724585,3.467185714,0.538233753,3.53962,8.735563269,7.11075,15.4955,111.92,28.252,917.662,5.081841333,0.083984455,62.85156878,CM6.ssp1,2050s,ssp1,6013
3.6843,3.422614286,0.557655446,3.48093,8.303917823,6.8046,14.6163,68.093,30.1635,717.571,4.810411747,0.082728938,61.41436787,CM7.ssp1,2050s,ssp1,6013
3.76978,3.416585714,0.54576039,3.50629,8.772622723,7.20115,16.0493,47.669,28.6445,705.361,5.158444259,0.084766224,59.20086774,CM8.ssp1,2050s,ssp1,6013
3.8156,3.4912,0.543880177,3.56969,8.908533911,7.2681,16.1126,67.35,30.435,680.562,5.223372471,0.086930516,61.73964104,CM9.ssp1,2050s,ssp1,6013
3.7803,3.464214286,0.530677922,3.54759,9.120126921,7.2196,17.0333,49.987,33.038,729.363,5.586236542,0.089253486,63.06695334,CM10.ssp1,2050s,ssp1,6013
3.82601,3.5026,0.553316627,3.58023,8.88478632,7.1804,16.1346,66.154,31.307,871.967,5.138708472,0.087100229,60.59277404,CM11.ssp1,2050s,ssp1,6013
4.009085,3.507971429,0.593210646,3.58833,8.650384194,7.0481,15.2202,42.693,27.9955,725.3798,4.757008145,0.085280565,57.70599495,CM12.ssp1,2050s,ssp1,6013
3.8622,3.474871429,0.574131368,3.53894,8.542992544,6.8238,15.2882,94.135,31.597,818.205,4.861788618,0.085916172,65.67706072,CM1.ssp1,2080s,ssp1,6013
3.96154,3.4949,0.548544467,3.6008,9.553099735,7.8362,17.245,54.087,33.244,741.428,5.259368831,0.09253908,59.91507258,CM2.ssp1,2080s,ssp1,6013
3.8772,3.4887,0.537502187,3.51861,9.373171169,7.4299,17.5322,65.572,31.315,768.005,5.451459816,0.087001305,61.94250284,CM3.ssp1,2080s,ssp1,6013
4.1885,3.562085714,0.513690159,3.62883,11.19721664,8.8316,21.2454,86.945,41.526,911.999,6.126298197,0.103599024,65.37179593,CM4.ssp1,2080s,ssp1,6013
3.82338,3.466528571,0.496714743,3.57926,9.685438313,7.3415,18.2962,83.529,36.309,1088.499,5.99333574,0.099171909,70.84389088,CM5.ssp1,2080s,ssp1,6013
3.68448,3.434714286,0.521548428,3.48358,8.696028511,6.8084,16.4766,67.31,32.5285,752.303,5.428391523,0.083892069,65.4632996,CM6.ssp1,2080s,ssp1,6013
3.7525,3.475357143,0.573552029,3.5533,8.132828,6.351,14.3776,123.69,29.974,1279.454,4.642238508,0.085033045,69.52555631,CM7.ssp1,2080s,ssp1,6013
3.75776,3.525814286,0.518487562,3.52998,9.080834991,7.1066,17.183,62.026,32.499,711.573,5.471184961,0.087170829,63.33167038,CM8.ssp1,2080s,ssp1,6013
3.9284,3.479414286,0.547765216,3.52464,9.326075942,7.6072,16.8588,48.754,33.6115,868.079,5.232970166,0.089231251,61.14898145,CM9.ssp1,2080s,ssp1,6013
3.97608,3.480714286,0.542553817,3.61227,9.426898932,7.3703,17.708,62.604,31.5245,891.879,5.279169433,0.091771045,63.01454601,CM10.ssp1,2080s,ssp1,6013
3.84056,3.498328571,0.542086747,3.58867,9.042648663,7.058,16.681,60.222,31.4455,853.646,5.484304372,0.085220963,63.72262767,CM11.ssp1,2080s,ssp1,6013
3.8608,3.409442857,0.559087152,3.51196,8.780920799,6.9775,15.9856,63.101,31.7325,763.6757,5.011189391,0.08654319,61.71623669,CM12.ssp1,2080s,ssp1,6013
3.823955,3.528242857,0.563534555,3.54549,8.828784249,7.2414,15.58,55.023,28.9875,802.459,4.922246731,0.08298971,59.56710468,CM1.ssp3,Baseline,ssp3,6013
3.907025,3.578671429,0.553164934,3.60771,8.918949297,7.32475,15.9536,58.963,28.7125,828.061,4.859886998,0.081970026,58.52751001,CM2.ssp3,Baseline,ssp3,6013
3.833585,3.485342857,0.569842509,3.55836,8.698587635,7.22485,15.0783,64.654,28.7675,778.099,4.720333578,0.080670963,57.87316985,CM3.ssp3,Baseline,ssp3,6013
3.8427,3.5062,0.560634548,3.52926,8.635839542,6.9851,15.673,45.561,32.391,727.379,5.007273532,0.080499804,60.20343961,CM4.ssp3,Baseline,ssp3,6013
3.82887,3.495414286,0.567158816,3.55996,8.734370095,7.3057,15.3676,54.601,28.2315,724.522,4.782821041,0.080410959,56.18911289,CM5.ssp3,Baseline,ssp3,6013
3.877985,3.471828571,0.572506452,3.53836,8.633701825,6.99895,15.5992,53.202,27.1725,725.613,4.82383248,0.076791757,58.6481161,CM6.ssp3,Baseline,ssp3,6013
3.835105,3.443057143,0.568700483,3.54917,8.775753057,7.17535,15.2973,63.483,29.0045,721.9525,4.964401235,0.081820949,59.51231522,CM7.ssp3,Baseline,ssp3,6013
3.88398,3.454071429,0.5705001,3.59372,8.563013397,6.7663,15.5015,58.178,29.904,707.932,4.879440677,0.080936909,61.30950427,CM8.ssp3,Baseline,ssp3,6013
3.95104,3.5342,0.564635234,3.61466,8.921866189,7.336,15.8542,54.362,30.352,655.189,4.870730238,0.082871026,58.00525488,CM9.ssp3,Baseline,ssp3,6013
3.8688,3.448771429,0.564578098,3.58287,8.883846222,7.19445,16.0523,46.094,30.7295,753.734,5.054926592,0.085586497,59.54708305,CM10.ssp3,Baseline,ssp3,6013
3.8239,3.510128571,0.563155701,3.55403,8.791573964,7.2207,15.7344,69.992,28.771,721.724,4.911163995,0.07958945,58.42009963,CM11.ssp3,Baseline,ssp3,6013
3.829785,3.522585714,0.575221991,3.55848,8.789867357,7.3121,15.7634,52.928,26.789,840.252,4.951008999,0.081028757,57.16025734,CM12.ssp3,Baseline,ssp3,6013
3.82808,3.479571429,0.560942638,3.53927,8.696254604,7.0839,15.5082,52.736,34.6775,866.695,4.993730539,0.086577709,60.84519465,CM1.ssp3,2020s,ssp3,6013
3.77138,3.4824,0.543785002,3.5339,8.74775873,7.2164,15.6024,53.267,30.511,726.7205,4.937609045,0.085751167,59.58930031,CM2.ssp3,2020s,ssp3,6013
3.81478,3.498614286,0.531707021,3.54922,9.283684074,7.6338,16.648,68.762,35.941,771.392,5.320935939,0.088682507,62.40687233,CM3.ssp3,2020s,ssp3,6013
3.98972,3.504414286,0.503904637,3.57449,10.7333801,8.6475,19.557,88.572,43.802,944.037,6.050800557,0.102094528,67.12867798,CM4.ssp3,2020s,ssp3,6013
3.72062,3.432457143,0.541819797,3.50863,8.598061623,6.9144,15.655,66.046,31.8035,777.813,5.15693621,0.084775768,63.074675,CM5.ssp3,2020s,ssp3,6013
3.76774,3.439928571,0.543254992,3.5402,8.540924742,6.7981,15.5248,51.446,30.0735,665.523,4.968389539,0.080205215,60.50901916,CM6.ssp3,2020s,ssp3,6013
3.6938,3.4694,0.573633483,3.51427,8.063685498,6.5556,13.9848,82.939,28.375,949.175,4.642373707,0.078573146,62.34466783,CM7.ssp3,2020s,ssp3,6013
3.84476,3.474557143,0.528347833,3.56136,9.086816866,7.3186,16.7702,54.967,31.7675,858.461,5.365588489,0.085914127,62.87459266,CM8.ssp3,2020s,ssp3,6013
3.86732,3.424542857,0.544148268,3.59679,8.791721447,6.8954,16.3464,53.421,27.942,860.833,5.113308441,0.083070459,62.3760573,CM9.ssp3,2020s,ssp3,6013
3.87502,3.5494,0.545352627,3.56572,9.403273679,7.5631,17.272,57.154,29.4275,822.564,5.359301371,0.092458303,61.18556356,CM10.ssp3,2020s,ssp3,6013
3.72298,3.445928571,0.509488975,3.50125,9.139746354,7.1539,16.973,61.505,35.078,830.428,5.586170218,0.091178148,65.56397604,CM11.ssp3,2020s,ssp3,6013
3.99058,3.466128571,0.5661069,3.6595,8.919693438,6.9977,16.2084,55.347,35.031,927.844,5.007041583,0.087899388,63.19836297,CM12.ssp3,2020s,ssp3,6013
3.69037,3.432171429,0.537842009,3.48947,8.564132077,6.6133,15.8622,60.132,33.9325,899.055,5.360519406,0.087359849,66.92660139,CM1.ssp3,2050s,ssp3,6013
3.746,3.422357143,0.517923871,3.47281,9.265357839,7.5036,16.9208,77.707,33.841,797.139,5.654604912,0.093184347,63.67803805,CM2.ssp3,2050s,ssp3,6013
3.79764,3.442242857,0.528749025,3.46851,9.473681767,7.5991,17.6183,64.887,31.5515,836.689,5.580202442,0.089800351,61.72547311,CM3.ssp3,2050s,ssp3,6013
4.0441,3.479757143,0.50535059,3.59036,11.26010361,8.953,21.3779,90.263,43.546,1020.375,6.434694988,0.106245273,65.78919716,CM4.ssp3,2050s,ssp3,6013
3.67679,3.452685714,0.473761521,3.50392,9.908466171,7.56655,19.2365,91.663,38.853,1000.795,6.448056593,0.100409129,70.91363518,CM5.ssp3,2050s,ssp3,6013
3.72271,3.441028571,0.525769354,3.48129,9.038564081,7.1873,16.7426,66.221,33.495,805.225,5.569759664,0.086814715,65.12911373,CM6.ssp3,2050s,ssp3,6013
3.7131,3.4505,0.563737911,3.50725,8.229888237,6.6795,14.4314,108.68,27.1365,958.8908,4.665724058,0.082527967,62.24848978,CM7.ssp3,2050s,ssp3,6013
3.681055,3.438414286,0.541600195,3.4922,8.500550849,6.73275,15.5571,63.199,31.571,719.0441,5.175499959,0.0851759,64.19038115,CM8.ssp3,2050s,ssp3,6013
3.757495,3.4942,0.52120635,3.51965,9.103064464,7.4608,16.6679,59.552,30.0145,811.222,5.33574895,0.088749852,61.08289541,CM9.ssp3,2050s,ssp3,6013
3.833155,3.500657143,0.547573649,3.55768,9.43891294,7.5261,17.3853,50.389,34.573,858.318,5.444053267,0.095150796,62.51611561,CM10.ssp3,2050s,ssp3,6013
3.75461,3.488585714,0.52958689,3.53496,8.971001907,7.0965,16.7619,66.349,31.864,889.655,5.548206072,0.086337196,64.04964471,CM11.ssp3,2050s,ssp3,6013
3.953185,3.479928571,0.569792198,3.55111,9.077037242,7.15315,16.5633,57.094,32.9705,869.796,5.169363437,0.091298813,62.2587232,CM12.ssp3,2050s,ssp3,6013
3.64506,3.419814286,0.532434164,3.44332,8.285531432,6.4598,14.8802,68.257,33.7515,756.979,5.183947589,0.089079719,67.32851154,CM1.ssp3,2080s,ssp3,6013
3.7408,3.461314286,0.504803367,3.48035,9.163964233,7.1821,16.9704,117.96,34.2465,1092.267,5.539937981,0.099093428,67.54112923,CM2.ssp3,2080s,ssp3,6013
3.6706,3.417257143,0.508259683,3.46613,9.20120198,7.2977,17.226,63.651,32.1415,790.118,5.638696671,0.090833832,64.04857966,CM3.ssp3,2080s,ssp3,6013
3.79788,3.460628571,0.480351753,3.4867,10.93344609,8.4432,21.0424,86.418,41.048,925.518,6.784890518,0.108285449,69.91949984,CM4.ssp3,2080s,ssp3,6013
3.57538,3.4243,0.425212775,3.44323,10.12222646,7.3906,20.0568,80.607,46.915,1065.276,7.136248455,0.106497579,77.46231955,CM5.ssp3,2080s,ssp3,6013
3.65182,3.4519,0.480343676,3.47599,9.034781163,7.0165,17.1146,84.264,36.0325,906.142,5.700609559,0.089637779,68.54599955,CM6.ssp3,2080s,ssp3,6013
3.62378,3.405185714,0.536060694,3.47466,8.017189194,6.3782,14.4108,49.011,29.789,713.92,4.931977107,0.083074219,63.04994431,CM7.ssp3,2080s,ssp3,6013
3.67778,3.453785714,0.528666212,3.51712,8.333802884,6.3982,15.7192,43.638,28.8835,684.185,5.20999081,0.081116609,64.36395978,CM8.ssp3,2080s,ssp3,6013
3.6795,3.434042857,0.493711144,3.49204,9.272020809,7.1939,17.875,73.571,32.543,821.53,5.812420166,0.095016246,67.19874857,CM9.ssp3,2080s,ssp3,6013
3.75206,3.508028571,0.505546675,3.51788,9.555200812,7.3286,18.6624,58.8,35.383,885.521,6.030767099,0.09792492,67.28654373,CM10.ssp3,2080s,ssp3,6013
3.69128,3.428428571,0.508694237,3.50999,8.978674555,7.1827,16.749,55.054,32.163,863.805,5.507737154,0.088770982,65.09947186,CM11.ssp3,2080s,ssp3,6013
3.8469,3.437185714,0.557373815,3.58252,8.681965082,6.5688,16.0486,67.682,35.493,777.49,5.298968,0.088683853,67.71428693,CM12.ssp3,2080s,ssp3,6013
3.823955,3.528242857,0.563535278,3.54549,8.828772924,7.2414,15.58,55.024,28.9875,802.459,4.922246731,0.082989887,59.5671768,CM1.ssp5,Baseline,ssp5,6013
3.907025,3.578671429,0.553166269,3.60771,8.91892777,7.32465,15.9536,58.963,28.7125,828.061,4.859886998,0.0819698,58.5275768,CM2.ssp5,Baseline,ssp5,6013
3.833585,3.485342857,0.569842159,3.55836,8.698592973,7.22485,15.0783,64.654,28.7675,778.099,4.720333578,0.080670955,57.87312183,CM3.ssp5,Baseline,ssp5,6013
3.8427,3.5062,0.560634593,3.52926,8.635838848,6.9851,15.673,45.561,32.391,727.378,5.007273532,0.080499775,60.20344186,CM4.ssp5,Baseline,ssp5,6013
3.82887,3.495414286,0.56715943,3.55996,8.734360641,7.3057,15.3676,54.601,28.2315,724.522,4.782821041,0.08041094,56.18914535,CM5.ssp5,Baseline,ssp5,6013
3.877985,3.471828571,0.572503736,3.53836,8.633699124,6.99895,15.5992,53.202,27.1725,725.613,4.82383248,0.0767918,58.64812684,CM6.ssp5,Baseline,ssp5,6013
3.835105,3.443057143,0.568699133,3.54917,8.775773882,7.1754,15.2973,63.483,29.0045,721.9515,4.964401235,0.08182098,59.51226704,CM7.ssp5,Baseline,ssp5,6013
3.88398,3.454071429,0.570500327,3.59372,8.563009984,6.7663,15.5015,58.178,29.904,707.932,4.879440677,0.080936771,61.30953344,CM8.ssp5,Baseline,ssp5,6013
3.95104,3.5342,0.56463655,3.61466,8.921889661,7.33595,15.8542,54.362,30.352,655.189,4.870730238,0.082871165,58.00514269,CM9.ssp5,Baseline,ssp5,6013
3.8688,3.448771429,0.564578032,3.58287,8.883847262,7.19445,16.0523,46.094,30.7295,753.734,5.054926592,0.085586447,59.54700905,CM10.ssp5,Baseline,ssp5,6013
3.8239,3.510128571,0.56315493,3.55403,8.791586001,7.2207,15.7344,69.992,28.771,721.726,4.911163995,0.079589544,58.4200826,CM11.ssp5,Baseline,ssp5,6013
3.829785,3.522585714,0.575222727,3.55848,8.789856114,7.3121,15.7634,52.928,26.789,840.252,4.951008999,0.081028848,57.16029014,CM12.ssp5,Baseline,ssp5,6013
3.83392,3.446142857,0.545309631,3.53451,8.975634608,7.1187,16.1508,66.343,34.443,928.349,5.151594191,0.086697998,63.41501024,CM1.ssp5,2020s,ssp5,6013
3.80598,3.396885714,0.551931785,3.53573,9.064888336,7.4786,16.1134,86.643,33.5655,778.135,5.182055607,0.090450193,62.34951684,CM2.ssp5,2020s,ssp5,6013
3.8363,3.498614286,0.531339931,3.56255,9.561863704,7.8104,17.4594,58.5,34.0425,824.907,5.530641504,0.090300802,62.20371258,CM3.ssp5,2020s,ssp5,6013
3.97562,3.504414286,0.501061399,3.60294,11.09524703,8.8626,20.73,81.486,40.1455,1045.036,6.384060851,0.104104366,67.71140532,CM4.ssp5,2020s,ssp5,6013
3.7233,3.4463,0.532670571,3.5,8.901561787,7.1657,16.325,45.941,32.369,816.579,5.454677302,0.087089752,63.39182598,CM5.ssp5,2020s,ssp5,6013
3.82158,3.507142857,0.553297687,3.56674,9.043956119,7.4358,16.1964,70.739,30.8655,799.31,5.06968322,0.084147192,58.7522356,CM6.ssp5,2020s,ssp5,6013
3.74454,3.454457143,0.560952304,3.51889,8.311936625,6.8261,14.8004,54.009,29.563,677.2352,4.797812281,0.080561079,59.49545371,CM7.ssp5,2020s,ssp5,6013
3.8299,3.555114286,0.537847352,3.56774,9.051638879,7.2965,16.5792,55.404,30.923,720.021,5.343063788,0.08709383,61.4458167,CM8.ssp5,2020s,ssp5,6013
3.80674,3.4675,0.530148146,3.55206,8.900530985,7.0368,16.3482,60.837,30.6635,860.833,5.285677509,0.087187456,63.81114899,CM9.ssp5,2020s,ssp5,6013
3.92016,3.545228571,0.558003349,3.57593,9.277542886,7.4615,16.8906,57.154,30.2155,802.277,5.200859149,0.088182134,60.92484661,CM10.ssp5,2020s,ssp5,6013
3.64298,3.464714286,0.485085874,3.46288,9.100656685,6.8763,17.6028,64.446,36.5035,909.276,5.8292936,0.090098233,69.24061884,CM11.ssp5,2020s,ssp5,6013
4.00652,3.497985714,0.566724832,3.61975,9.131239199,7.2734,16.603,55.713,34.874,755.669,5.082166069,0.09150783,62.03169534,CM12.ssp5,2020s,ssp5,6013
3.707285,3.393042857,0.555391766,3.52418,8.355678427,6.61535,14.956,67.34,34.1605,807.175,5.090827924,0.084268264,64.2093166,CM1.ssp5,2050s,ssp5,6013
3.6522,3.4386,0.506844071,3.47625,8.873488429,6.8793,16.268,103.49,32.15,1040.8996,5.593573736,0.094287623,71.35667819,CM2.ssp5,2050s,ssp5,6013
3.771955,3.453585714,0.500975544,3.53831,9.559648284,7.5226,18.2239,49.461,35.789,791.076,5.832757814,0.090820654,65.03675521,CM3.ssp5,2050s,ssp5,6013
3.965075,3.482857143,0.479654054,3.62495,11.41166212,8.93745,22.1677,73.131,45.9455,1023.075,6.777438006,0.10738771,69.11854307,CM4.ssp5,2050s,ssp5,6013
3.63267,3.4379,0.469251152,3.49289,9.54153225,7.14605,18.584,59.549,36.675,923.334,6.392130306,0.095191561,70.92639515,CM5.ssp5,2050s,ssp5,6013
3.637785,3.455385714,0.50117898,3.47674,8.723430507,6.7733,16.3776,57.348,30.8905,865.618,5.451985205,0.083896431,65.36139956,CM6.ssp5,2050s,ssp5,6013
3.6559,3.4147,0.552677946,3.48514,7.917359527,6.2445,14.1845,112.58,29.118,1026.123,4.776730764,0.081447587,65.49337561,CM7.ssp5,2050s,ssp5,6013
3.680055,3.4527,0.512657562,3.52257,8.82294603,6.94865,16.4529,62.86,34.7695,770.762,5.525229922,0.086738254,65.00570612,CM8.ssp5,2050s,ssp5,6013
3.73288,3.427271429,0.513264524,3.49256,9.103931374,7.03925,17.1543,56.599,35.979,847.229,5.738022653,0.091503906,67.57866627,CM9.ssp5,2050s,ssp5,6013
3.829255,3.492228571,0.53536788,3.554,9.317191394,7.4617,17.3402,51.126,29.6185,799.4403,5.493078941,0.09167106,62.3510859,CM10.ssp5,2050s,ssp5,6013
3.713655,3.459328571,0.511018476,3.47576,8.866655932,6.77455,16.9646,51.862,29.728,824.601,5.607427184,0.08661938,65.35657252,CM11.ssp5,2050s,ssp5,6013
3.827125,3.496514286,0.540821334,3.51027,9.135179567,6.99605,16.8139,71.692,36.667,955.516,5.599438221,0.095129415,68.51101325,CM12.ssp5,2050s,ssp5,6013
3.59792,3.442742857,0.518573912,3.44259,8.350593621,6.4242,15.8496,70.106,29.735,891.818,5.431304754,0.08870752,67.4802148,CM1.ssp5,2080s,ssp5,6013
3.63294,3.431357143,0.496508451,3.46731,8.731976253,6.6272,16.5598,77.879,35.101,819.797,5.6245355,0.095975265,69.69789472,CM2.ssp5,2080s,ssp5,6013
3.74774,3.470028571,0.50630705,3.53655,9.389559168,7.4715,17.2948,56.43,36.495,837.865,5.761232103,0.093626142,65.41859499,CM3.ssp5,2080s,ssp5,6013
3.91026,3.503971429,0.471344786,3.61411,11.14682958,8.7232,21.0956,102.76,46.545,1103.853,6.779140006,0.111064115,71.6330888,CM4.ssp5,2080s,ssp5,6013
3.5504,3.410985714,0.392719855,3.4366,10.54339359,7.5602,21.4962,135.68,52.1645,1433.365,7.609790446,0.118639177,83.71308076,CM5.ssp5,2080s,ssp5,6013
3.5842,3.423185714,0.451930097,3.43016,9.427564196,6.8141,18.3222,84.805,39.497,850.006,6.24513141,0.098334547,74.57546881,CM6.ssp5,2080s,ssp5,6013
3.57558,3.407071429,0.523259984,3.45004,7.956274373,6.0244,14.824,72.432,33.7885,918.037,5.121015332,0.088067781,69.78607533,CM7.ssp5,2080s,ssp5,6013
3.69952,3.416257143,0.538968798,3.49524,8.522942366,6.5991,15.8692,54.92,30.8545,778.871,5.39507828,0.085659115,65.46935354,CM8.ssp5,2080s,ssp5,6013
3.66088,3.462642857,0.495863717,3.48381,9.130532929,6.9664,17.1788,81.251,36.589,837.205,5.857225585,0.096401009,70.39666246,CM9.ssp5,2080s,ssp5,6013
3.68136,3.464142857,0.510835174,3.47994,8.774650278,6.6502,16.8858,56.267,34.2025,773.925,5.668828911,0.092172465,66.92926362,CM10.ssp5,2080s,ssp5,6013
3.71434,3.461085714,0.533873155,3.50706,8.489469745,6.7186,15.7294,51.101,30.981,715.779,5.183370397,0.084122148,61.98387841,CM11.ssp5,2080s,ssp5,6013
3.74894,3.497242857,0.525589838,3.54735,9.219736862,7.0364,17.6354,64.672,35.9995,883.386,5.787235859,0.097482088,68.64261444,CM12.ssp5,2080s,ssp5,6013
3.85787,3.544728571,0.546718514,3.552,9.322942006,7.57635,16.8343,53.574,31.5575,835.71,5.313527931,0.086966231,61.60442821,CM1.ssp1,Baseline,ssp1,6014
3.952295,3.607842857,0.534538803,3.64172,9.42083152,7.63855,17.234,65.184,31.322,883.695,5.196044324,0.086229788,60.57408205,CM2.ssp1,Baseline,ssp1,6014
3.867585,3.495942857,0.551718134,3.57202,9.22418476,7.557,16.3651,70.534,31.4765,831.662,5.067878275,0.084841857,60.09087532,CM3.ssp1,Baseline,ssp1,6014
3.88051,3.513242857,0.541270544,3.54716,9.15604969,7.31735,16.9639,49.836,35.5885,762.149,5.405603903,0.08473335,62.56123646,CM4.ssp1,Baseline,ssp1,6014
3.86677,3.506414286,0.548132856,3.57546,9.259297171,7.66645,16.6323,58.802,30.219,778.633,5.113647825,0.084761154,58.2416739,CM5.ssp1,Baseline,ssp1,6014
3.919705,3.477528571,0.552909264,3.55134,9.160002072,7.32615,16.8662,52.773,29.715,773.135,5.192622914,0.080628902,60.71377422,CM6.ssp1,Baseline,ssp1,6014
3.878585,3.450057143,0.550981019,3.56468,9.288205621,7.50605,16.5506,70.507,31.444,738.095,5.273095729,0.085769087,61.51406517,CM7.ssp1,Baseline,ssp1,6014
3.927225,3.472314286,0.551367129,3.61077,9.072584733,7.11075,16.8055,57.283,32.4825,751.923,5.251379791,0.085017815,63.40681512,CM8.ssp1,Baseline,ssp1,6014
3.997785,3.548042857,0.545838713,3.63213,9.444227532,7.6739,17.0882,54.166,33.1555,712.611,5.190736871,0.0871886,60.16471142,CM9.ssp1,Baseline,ssp1,6014
3.9046,3.455228571,0.545798649,3.58995,9.397696404,7.50895,17.306,51.878,33.9485,810.552,5.41654715,0.090017946,61.82675862,CM10.ssp1,Baseline,ssp1,6014
3.86554,3.5239,0.5450027,3.56823,9.313440099,7.54155,17.0133,75.851,30.636,774.726,5.257376718,0.083623879,60.49999104,CM11.ssp1,Baseline,ssp1,6014
