"Model","Scenario","Catchment","Period","Pct_Q95","Pct_BFI"
"CM4.ssp3","ssp3",16008,"2080s",-26.3168703754775,-29.6040341020426
"CM5.ssp3","ssp3",16008,"2080s",-40.7241697215438,-48.7501183532236
"CM6.ssp3","ssp3",16008,"2080s",-32.9967077795927,-39.1623724156739
"CM7.ssp3","ssp3",16008,"2080s",-30.59585229866,-30.2717849407596
"CM8.ssp3","ssp3",16008,"2080s",-27.6191154476177,-32.7124155884335
"CM9.ssp3","ssp3",16008,"2080s",-39.4482964271143,-31.9862623145506
"CM10.ssp3","ssp3",16008,"2080s",-18.069968181313,-21.4464242756819
"CM11.ssp3","ssp3",16008,"2080s",-16.5544423592875,-33.346699946143
"CM12.ssp3","ssp3",16008,"2080s",-3.75601269061509,-10.8309394996076
"CM1.ssp5","ssp5",16008,"2080s",-34.5700292342154,-46.1482315278922
"CM2.ssp5","ssp5",16008,"2080s",-46.6986356169952,-42.3823034982412
"CM3.ssp5","ssp5",16008,"2080s",-27.8042364228465,-30.1303838736381
"CM4.ssp5","ssp5",16008,"2080s",-19.123592472847,-30.1942842307596
"CM5.ssp5","ssp5",16008,"2080s",-44.5825632421458,-54.4222128839027
"CM6.ssp5","ssp5",16008,"2080s",-36.1545403683576,-47.3127227745194
"CM7.ssp5","ssp5",16008,"2080s",-37.543369962252,-38.4873675828329
"CM8.ssp5","ssp5",16008,"2080s",-30.7823790766601,-25.5093494282514
"CM9.ssp5","ssp5",16008,"2080s",-40.9484865891305,-33.5701372910384
"CM10.ssp5","ssp5",16008,"2080s",-21.6417838771598,-31.0347820381778
"CM11.ssp5","ssp5",16008,"2080s",-11.7631341374529,-26.4634991760136
"CM12.ssp5","ssp5",16008,"2080s",-19.4636107526792,-16.8197798934416
"CM1.ssp1","ssp1",16011,"2080s",-3.66716242914196,-16.7964678881663
"CM2.ssp1","ssp1",16011,"2080s",-16.9775821336914,-12.2870780153934
"CM3.ssp1","ssp1",16011,"2080s",-14.8668886400977,-13.1414598170449
"CM4.ssp1","ssp1",16011,"2080s",-5.44506554729468,-14.2804777390794
"CM5.ssp1","ssp1",16011,"2080s",-11.2228019593563,-19.6769373559744
"CM6.ssp1","ssp1",16011,"2080s",-18.1362619639617,-18.7058337120492
"CM7.ssp1","ssp1",16011,"2080s",-12.6183538670539,-9.12834572213981
"CM8.ssp1","ssp1",16011,"2080s",-9.46610735055773,-15.0783005806226
"CM9.ssp1","ssp1",16011,"2080s",-4.32693253005414,-1.62587273545895
"CM10.ssp1","ssp1",16011,"2080s",13.8427464008859,-0.535250777287261
"CM11.ssp1","ssp1",16011,"2080s",-1.67619975681571,-14.3387256064403
"CM12.ssp1","ssp1",16011,"2080s",-4.75736057705803,-8.27632267081273
"CM1.ssp3","ssp3",16011,"2080s",-29.7958944802312,-35.4025619343128
"CM2.ssp3","ssp3",16011,"2080s",-43.3842650033142,-36.2273731887878
"CM3.ssp3","ssp3",16011,"2080s",-34.8256926976557,-28.6378473503564
"CM4.ssp3","ssp3",16011,"2080s",-28.2432631274513,-27.9688583847584
"CM5.ssp3","ssp3",16011,"2080s",-46.1500244420723,-47.329043113347
"CM6.ssp3","ssp3",16011,"2080s",-36.6058348613284,-34.9295530854487
"CM7.ssp3","ssp3",16011,"2080s",-33.7576240221108,-29.3291682676307
"CM8.ssp3","ssp3",16011,"2080s",-28.698255315092,-29.7469990944466
"CM9.ssp3","ssp3",16011,"2080s",-40.6022234369286,-30.6733811968413
"CM10.ssp3","ssp3",16011,"2080s",-17.0719262094004,-17.6632915479846
"CM11.ssp3","ssp3",16011,"2080s",-17.4507418698967,-30.0239080186847
"CM12.ssp3","ssp3",16011,"2080s",-7.7292841973299,-8.51118243539834
"CM1.ssp5","ssp5",16011,"2080s",-40.2332555680231,-44.4227247493131
"CM2.ssp5","ssp5",16011,"2080s",-52.2429763584139,-42.714535323749
"CM3.ssp5","ssp5",16011,"2080s",-29.0786163979237,-29.2633039875738
"CM4.ssp5","ssp5",16011,"2080s",-21.6543785044856,-29.0719161368238
"CM5.ssp5","ssp5",16011,"2080s",-49.9366501391702,-54.6569590336996
"CM6.ssp5","ssp5",16011,"2080s",-39.9427841830906,-45.7666044667137
"CM7.ssp5","ssp5",16011,"2080s",-42.9448634468544,-38.5425464612189
"CM8.ssp5","ssp5",16011,"2080s",-33.7395366574507,-23.3389861323217
"CM9.ssp5","ssp5",16011,"2080s",-42.6743376682619,-31.425681946781
"CM10.ssp5","ssp5",16011,"2080s",-24.14352533281,-27.1489667823188
"CM11.ssp5","ssp5",16011,"2080s",-14.3317985294404,-22.8978467120798
"CM12.ssp5","ssp5",16011,"2080s",-22.9532122709029,-17.9930742354343
"CM1.ssp1","ssp1",18002,"2080s",-7.37575292264585,-11.7079034613888
"CM2.ssp1","ssp1",18002,"2080s",-2.24339379645291,-4.86489370099883
"CM3.ssp1","ssp1",18002,"2080s",-0.750076149862929,-7.91286146161929
"CM4.ssp1","ssp1",18002,"2080s",6.2044728641281,-11.4670439908371
"CM5.ssp1","ssp1",18002,"2080s",-3.49930090420636,-10.7823208934021
"CM6.ssp1","ssp1",18002,"2080s",-3.85328931758066,-10.8877396124027
"CM7.ssp1","ssp1",18002,"2080s",-8.24979868380863,-8.61135281668854
"CM8.ssp1","ssp1",18002,"2080s",-2.55056112344716,-10.7407550688362
"CM9.ssp1","ssp1",18002,"2080s",-2.46499590856358,-8.94586638224578
"CM10.ssp1","ssp1",18002,"2080s",4.12281677605963,0.775065265769527
"CM11.ssp1","ssp1",18002,"2080s",-0.212051686163506,-7.14131201537565
"CM12.ssp1","ssp1",18002,"2080s",-4.3622446255627,-3.57725010754806
"CM1.ssp3","ssp3",18002,"2080s",-10.9432409115014,-21.1272283153608
"CM2.ssp3","ssp3",18002,"2080s",-10.6186478812047,-18.0175935119678
"CM3.ssp3","ssp3",18002,"2080s",-9.27188039394862,-15.110014348396
"CM4.ssp3","ssp3",18002,"2080s",-4.93596848176942,-18.9240960281919
"CM5.ssp3","ssp3",18002,"2080s",-13.1611551164576,-25.6249793367761
"CM6.ssp3","ssp3",18002,"2080s",-10.2594604407627,-17.8854699194487
"CM7.ssp3","ssp3",18002,"2080s",-12.6895534637184,-14.4872211992053
"CM8.ssp3","ssp3",18002,"2080s",-8.61442148851695,-14.1399620077642
"CM9.ssp3","ssp3",18002,"2080s",-10.7214810781378,-16.1129409679957
"CM10.ssp3","ssp3",18002,"2080s",-3.76613324899518,-6.98546121977351
"CM11.ssp3","ssp3",18002,"2080s",-3.97074258724744,-16.1922532843491
"CM12.ssp3","ssp3",18002,"2080s",-4.29373360180609,-5.98314232632569
"CM1.ssp5","ssp5",18002,"2080s",-13.9250124662619,-22.8381592561261
"CM2.ssp5","ssp5",18002,"2080s",-13.9013452914798,-19.5134150879722
"CM3.ssp5","ssp5",18002,"2080s",-7.61498629302467,-14.674152943664
"CM4.ssp5","ssp5",18002,"2080s",-2.84157284827147,-18.7953089266358
"CM5.ssp5","ssp5",18002,"2080s",-14.1803380502394,-30.4122156193701
"CM6.ssp5","ssp5",18002,"2080s",-10.542282353728,-21.1901869021691
"CM7.ssp5","ssp5",18002,"2080s",-15.5132251625185,-22.5147579950818
"CM8.ssp5","ssp5",18002,"2080s",-9.38764422909883,-11.6332022186732
"CM9.ssp5","ssp5",18002,"2080s",-10.3814623226548,-16.1993705162745
"CM10.ssp5","ssp5",18002,"2080s",-7.62237906718393,-9.70670711078636
"CM11.ssp5","ssp5",18002,"2080s",-2.95591708213067,-13.1024409165695
"CM12.ssp5","ssp5",18002,"2080s",-9.11587040087864,-7.54177185462276
"CM1.ssp1","ssp1",18003,"2080s",-7.61101573012854,-12.5844078916649
"CM2.ssp1","ssp1",18003,"2080s",-2.52482623054829,-4.89667320275827
"CM3.ssp1","ssp1",18003,"2080s",-1.46244170696979,-7.87670625512544
"CM4.ssp1","ssp1",18003,"2080s",6.34676752156954,-10.5618480194998
"CM5.ssp1","ssp1",18003,"2080s",-3.50592194868714,-11.0826448198237
"CM6.ssp1","ssp1",18003,"2080s",-3.99660185559632,-11.4473777233531
"CM7.ssp1","ssp1",18003,"2080s",-8.79040646785382,-9.06856410653968
"CM8.ssp1","ssp1",18003,"2080s",-2.89541556794912,-10.6748827178771
"CM9.ssp1","ssp1",18003,"2080s",-3.54208865556061,-6.8114017920348
"CM10.ssp1","ssp1",18003,"2080s",4.27617855652899,1.26647009971774
"CM11.ssp1","ssp1",18003,"2080s",-0.360707238472216,-7.57593853532741
"CM12.ssp1","ssp1",18003,"2080s",-4.52521429366583,-4.35517030760145
"CM1.ssp3","ssp3",18003,"2080s",-11.5296273954805,-22.4990916295813
"CM2.ssp3","ssp3",18003,"2080s",-11.3880596169424,-18.8563993524461
"CM3.ssp3","ssp3",18003,"2080s",-10.3396992108464,-15.7468595017261
"CM4.ssp3","ssp3",18003,"2080s",-5.56080841508096,-18.954826620842
"CM5.ssp3","ssp3",18003,"2080s",-13.9924812687932,-27.2374116568972
"CM6.ssp3","ssp3",18003,"2080s",-11.0791726914875,-19.1402934788822
"CM7.ssp3","ssp3",18003,"2080s",-13.3920995436081,-15.7597307934721
"CM8.ssp3","ssp3",18003,"2080s",-9.23558140811063,-14.9478946778771
"CM9.ssp3","ssp3",18003,"2080s",-12.0686756782826,-15.1251450996879
"CM10.ssp3","ssp3",18003,"2080s",-4.26690770870998,-7.71189756065105
"CM11.ssp3","ssp3",18003,"2080s",-4.04166303756941,-17.2914161771779
"CM12.ssp3","ssp3",18003,"2080s",-4.6331960369587,-6.51050276049774
"CM1.ssp5","ssp5",18003,"2080s",-14.68609345274,-24.5636543838986
"CM2.ssp5","ssp5",18003,"2080s",-14.89120644434,-20.836838483669
"CM3.ssp5","ssp5",18003,"2080s",-8.69798301792168,-15.4551728668464
"CM4.ssp5","ssp5",18003,"2080s",-3.27889681092787,-18.7983355778744
"CM5.ssp5","ssp5",18003,"2080s",-15.0144220813878,-32.2052408073472
"CM6.ssp5","ssp5",18003,"2080s",-11.4445895896915,-22.5692088758149
"CM7.ssp5","ssp5",18003,"2080s",-16.4625259697975,-24.2245707200751
"CM8.ssp5","ssp5",18003,"2080s",-10.018859913874,-12.2141087479832
"CM9.ssp5","ssp5",18003,"2080s",-11.7401788543949,-15.1449901311704
"CM10.ssp5","ssp5",18003,"2080s",-8.23367171927874,-10.7388003724697
"CM11.ssp5","ssp5",18003,"2080s",-3.19096533910013,-13.9951499232502
"CM12.ssp5","ssp5",18003,"2080s",-9.87754647667817,-8.7091220724319
"CM1.ssp1","ssp1",18006,"2080s",-7.87348494228679,-12.7356811967231
"CM2.ssp1","ssp1",18006,"2080s",-2.62805996626729,-5.02711321486808
"CM3.ssp1","ssp1",18006,"2080s",-1.6030359649812,-7.81268036534135
"CM4.ssp1","ssp1",18006,"2080s",6.42007592620506,-10.2226603266121
"CM5.ssp1","ssp1",18006,"2080s",-3.58123478676366,-11.1268606196674
"CM6.ssp1","ssp1",18006,"2080s",-4.10143024942998,-11.5271001147973
"CM7.ssp1","ssp1",18006,"2080s",-9.0608299828549,-9.21975094769136
"CM8.ssp1","ssp1",18006,"2080s",-3.15170738892296,-10.7986627828551
"CM9.ssp1","ssp1",18006,"2080s",-3.4416431957134,-6.72757379029718
"CM10.ssp1","ssp1",18006,"2080s",4.51251488228373,1.44144145741553
"CM11.ssp1","ssp1",18006,"2080s",-0.463423061441843,-7.78653293374304
"CM12.ssp1","ssp1",18006,"2080s",-4.80523848147342,-4.54243306845861
"CM1.ssp3","ssp3",18006,"2080s",-11.8769518620936,-22.7317803216555
"CM2.ssp3","ssp3",18006,"2080s",-11.7614251060027,-19.1875739522231
"CM3.ssp3","ssp3",18006,"2080s",-10.7792469522505,-15.8157180020549
"CM4.ssp3","ssp3",18006,"2080s",-5.8262671017993,-18.8283730173088
"CM5.ssp3","ssp3",18006,"2080s",-14.3966123173979,-27.595811958588
"CM6.ssp3","ssp3",18006,"2080s",-11.4046845850895,-19.3066950712886
"CM7.ssp3","ssp3",18006,"2080s",-13.8093185076752,-16.3227355708611
"CM8.ssp3","ssp3",18006,"2080s",-9.63529802662903,-15.2583517025209
"CM9.ssp3","ssp3",18006,"2080s",-12.2739182916417,-15.4167805430781
"CM10.ssp3","ssp3",18006,"2080s",-4.23035366499893,-7.82468187991351
"CM11.ssp3","ssp3",18006,"2080s",-4.30474073599133,-17.6777467498304
"CM12.ssp3","ssp3",18006,"2080s",-4.90942781591459,-6.80217551002309
"CM1.ssp5","ssp5",18006,"2080s",-15.1870348205319,-25.0596915058809
"CM2.ssp5","ssp5",18006,"2080s",-15.3658520195945,-21.4108839418866
"CM3.ssp5","ssp5",18006,"2080s",-9.09320699419655,-15.6804892477893
"CM4.ssp5","ssp5",18006,"2080s",-3.53235627127318,-18.6572723533117
"CM5.ssp5","ssp5",18006,"2080s",-15.4685936477489,-32.6251334091857
"CM6.ssp5","ssp5",18006,"2080s",-11.7888482000967,-22.8684367134729
"CM7.ssp5","ssp5",18006,"2080s",-16.9896828659374,-24.8685682582933
"CM8.ssp5","ssp5",18006,"2080s",-10.454652887438,-12.430342454567
"CM9.ssp5","ssp5",18006,"2080s",-11.9677327549829,-15.5032332693975
"CM10.ssp5","ssp5",18006,"2080s",-8.36504779535741,-11.0030360392879
"CM11.ssp5","ssp5",18006,"2080s",-3.45412254173835,-14.2987870667471
"CM12.ssp5","ssp5",18006,"2080s",-10.2468232144388,-9.01786763998913
"CM1.ssp1","ssp1",18050,"2080s",-9.28908226247091,-14.0487971220182
"CM2.ssp1","ssp1",18050,"2080s",-3.1611326818382,-5.15186358341888
"CM3.ssp1","ssp1",18050,"2080s",-2.39648427711114,-7.91788158813053
"CM4.ssp1","ssp1",18050,"2080s",7.3638213324958,-9.40968849040984
"CM5.ssp1","ssp1",18050,"2080s",-3.72020324694068,-10.2141636629204
"CM6.ssp1","ssp1",18050,"2080s",-5.5659883341343,-11.9478603213599
"CM7.ssp1","ssp1",18050,"2080s",-12.4177530884883,-9.79106688453899
"CM8.ssp1","ssp1",18050,"2080s",-6.7919894073927,-12.0949766601778
"CM9.ssp1","ssp1",18050,"2080s",-4.90276636537935,-6.42832272125678
"CM10.ssp1","ssp1",18050,"2080s",4.88200593912795,0.912773726707091
"CM11.ssp1","ssp1",18050,"2080s",-1.82609854711868,-7.8642032459069
"CM12.ssp1","ssp1",18050,"2080s",-8.51773821278309,-5.82704006984345
"CM1.ssp3","ssp3",18050,"2080s",-14.6531754865257,-24.6943610218473
"CM2.ssp3","ssp3",18050,"2080s",-15.6877136054059,-21.4528888998614
"CM3.ssp3","ssp3",18050,"2080s",-14.8152691005538,-17.2341728918181
"CM4.ssp3","ssp3",18050,"2080s",-8.67965752208764,-18.6351508657353
"CM5.ssp3","ssp3",18050,"2080s",-18.5465556396669,-29.7441424640678
"CM6.ssp3","ssp3",18050,"2080s",-15.3445307336195,-20.0913434467783
"CM7.ssp3","ssp3",18050,"2080s",-18.0970916332094,-18.0503434747269
"CM8.ssp3","ssp3",18050,"2080s",-13.8318596932891,-14.6887305274078
"CM9.ssp3","ssp3",18050,"2080s",-15.1510255601136,-15.7462011194847
"CM10.ssp3","ssp3",18050,"2080s",-6.54774155438365,-8.84014465361554
"CM11.ssp3","ssp3",18050,"2080s",-6.14014748128021,-18.3323864085795
"CM12.ssp3","ssp3",18050,"2080s",-8.91590755289896,-7.69255882304234
"CM1.ssp5","ssp5",18050,"2080s",-19.3734695942528,-28.9360472220521
"CM2.ssp5","ssp5",18050,"2080s",-20.2043032541996,-24.9046743073773
"CM3.ssp5","ssp5",18050,"2080s",-12.5895034495675,-16.7437920392325
"CM4.ssp5","ssp5",18050,"2080s",-5.11122338900192,-18.6783570277521
"CM5.ssp5","ssp5",18050,"2080s",-19.9608972927638,-36.1440381015565
"CM6.ssp5","ssp5",18050,"2080s",-15.9050738304182,-24.8028717765188
"CM7.ssp5","ssp5",18050,"2080s",-22.2743219799397,-27.6721186575125
"CM8.ssp5","ssp5",18050,"2080s",-14.9529906381299,-12.4820934904289
"CM9.ssp5","ssp5",18050,"2080s",-15.0813505837804,-16.5233158107366
"CM10.ssp5","ssp5",18050,"2080s",-11.3140120118996,-12.4473612594455
"CM11.ssp5","ssp5",18050,"2080s",-5.77304099957375,-14.5844765620377
"CM12.ssp5","ssp5",18050,"2080s",-15.0308546473162,-10.9090701309701
"CM1.ssp1","ssp1",22006,"2080s",-12.0517986215129,-15.9704221712421
"CM2.ssp1","ssp1",22006,"2080s",-3.2848212514976,-6.68487510886506
"CM3.ssp1","ssp1",22006,"2080s",-4.8266144352105,-9.08072531323255
"CM4.ssp1","ssp1",22006,"2080s",1.1279947795283,-14.1189000217075
"CM5.ssp1","ssp1",22006,"2080s",-4.3532124497132,-11.189439868839
"CM6.ssp1","ssp1",22006,"2080s",-4.89011406844107,-11.5392390327292
"CM7.ssp1","ssp1",22006,"2080s",-16.6289205570913,-12.5043406644495
"CM8.ssp1","ssp1",22006,"2080s",-8.47887451507239,-12.9400111172673
"CM9.ssp1","ssp1",22006,"2080s",-5.42670848100382,-7.18948213133605
"CM10.ssp1","ssp1",22006,"2080s",3.47369387498899,-0.560267364641735
"CM11.ssp1","ssp1",22006,"2080s",-2.89368467724136,-7.65537969223292
"CM12.ssp1","ssp1",22006,"2080s",-13.9731359363325,-8.61994174860875
"CM1.ssp3","ssp3",22006,"2080s",-20.7910521332798,-29.4537890068557
"CM2.ssp3","ssp3",22006,"2080s",-19.3295787861746,-25.7735801470892
"CM3.ssp3","ssp3",22006,"2080s",-18.6745899129845,-18.8035664405135
"CM4.ssp3","ssp3",22006,"2080s",-17.9057518411485,-26.841180024232
"CM5.ssp3","ssp3",22006,"2080s",-23.182400072219,-33.3080190190765
"CM6.ssp3","ssp3",22006,"2080s",-17.5102661596958,-19.0352670690191
"CM7.ssp3","ssp3",22006,"2080s",-23.7626208407036,-23.0351309551544
"CM8.ssp3","ssp3",22006,"2080s",-17.1158693978595,-16.1904120563642
"CM9.ssp3","ssp3",22006,"2080s",-17.6414170361925,-15.6649972036386
"CM10.ssp3","ssp3",22006,"2080s",-11.6165164878199,-12.602860587526
"CM11.ssp3","ssp3",22006,"2080s",-7.14114110594812,-17.3281404765518
"CM12.ssp3","ssp3",22006,"2080s",-14.8544047820742,-10.3324699922134
"CM1.ssp5","ssp5",22006,"2080s",-25.5914441888159,-34.027994258761
"CM2.ssp5","ssp5",22006,"2080s",-26.2192543248381,-29.6666610546376
"CM3.ssp5","ssp5",22006,"2080s",-16.4208173337612,-18.5462079968107
"CM4.ssp5","ssp5",22006,"2080s",-14.2580249215376,-26.9225428329346
"CM5.ssp5","ssp5",22006,"2080s",-25.8541195090259,-41.2872661844701
"CM6.ssp5","ssp5",22006,"2080s",-17.8228136882129,-25.067529957791
"CM7.ssp5","ssp5",22006,"2080s",-29.0022180518336,-34.3248538034126
"CM8.ssp5","ssp5",22006,"2080s",-17.9313780246653,-14.7412134646094
"CM9.ssp5","ssp5",22006,"2080s",-17.6275048352483,-17.3901853890495
"CM10.ssp5","ssp5",22006,"2080s",-17.4516626475322,-16.4498753762547
"CM11.ssp5","ssp5",22006,"2080s",-6.79788388311549,-14.0967544062164
"CM12.ssp5","ssp5",22006,"2080s",-23.3111606925649,-15.8699505674895
"CM1.ssp1","ssp1",22035,"2080s",-10.6659977784939,-13.3928356594041
"CM2.ssp1","ssp1",22035,"2080s",-3.45580312790062,-6.52288935253845
"CM3.ssp1","ssp1",22035,"2080s",-4.96009037578302,-9.04671903197719
"CM4.ssp1","ssp1",22035,"2080s",1.31086278391642,-13.8871980596576
"CM5.ssp1","ssp1",22035,"2080s",-4.00689567260125,-11.5180799288167
"CM6.ssp1","ssp1",22035,"2080s",-3.75819529144255,-8.59508139350495
"CM7.ssp1","ssp1",22035,"2080s",-16.9836831269397,-12.0080730850546
"CM8.ssp1","ssp1",22035,"2080s",-8.66511479657633,-13.2750703331914
"CM9.ssp1","ssp1",22035,"2080s",-5.2028503100412,-7.599203036276
"CM10.ssp1","ssp1",22035,"2080s",3.3170298860897,-1.14143831944684
"CM11.ssp1","ssp1",22035,"2080s",-3.34483797643222,-8.22482235925736
"CM12.ssp1","ssp1",22035,"2080s",-14.6677069085558,-8.97377606794215
"CM1.ssp3","ssp3",22035,"2080s",-20.1030796541715,-27.0201685683756
"CM2.ssp3","ssp3",22035,"2080s",-20.5214515191986,-26.3821524153067
"CM3.ssp3","ssp3",22035,"2080s",-19.5162610827747,-18.9859078889725
"CM4.ssp3","ssp3",22035,"2080s",-18.8361698191352,-27.1230158317514
"CM5.ssp3","ssp3",22035,"2080s",-24.1378891714874,-34.1633047485517
"CM6.ssp3","ssp3",22035,"2080s",-14.6083640355825,-17.7812075783368
"CM7.ssp3","ssp3",22035,"2080s",-26.0360086810827,-24.3238816559415
"CM8.ssp3","ssp3",22035,"2080s",-17.7871570532713,-16.8801347890691
"CM9.ssp3","ssp3",22035,"2080s",-17.9366723816797,-15.7464200632142
"CM10.ssp3","ssp3",22035,"2080s",-12.4196590078128,-13.0183272364138
"CM11.ssp3","ssp3",22035,"2080s",-7.67706274173357,-17.4279357494714
"CM12.ssp3","ssp3",22035,"2080s",-15.6321691512317,-10.842625600445
"CM1.ssp5","ssp5",22035,"2080s",-25.6138765502646,-34.2751147407742
"CM2.ssp5","ssp5",22035,"2080s",-27.6135155739434,-30.5351213606431
"CM3.ssp5","ssp5",22035,"2080s",-17.1766876175446,-18.9427508365902
"CM4.ssp5","ssp5",22035,"2080s",-14.707979994679,-26.9567685006457
"CM5.ssp5","ssp5",22035,"2080s",-27.0199889523555,-42.3073274451765
"CM6.ssp5","ssp5",22035,"2080s",-17.2407872616162,-24.7456835573148
"CM7.ssp5","ssp5",22035,"2080s",-32.0156851144014,-36.2050479345008
"CM8.ssp5","ssp5",22035,"2080s",-18.4569915331314,-15.0781642015302
"CM9.ssp5","ssp5",22035,"2080s",-18.0094717032991,-17.8116070770399
"CM10.ssp5","ssp5",22035,"2080s",-18.3833394805348,-16.6691351612576
"CM11.ssp5","ssp5",22035,"2080s",-6.89577197352231,-14.4256525201439
"CM12.ssp5","ssp5",22035,"2080s",-24.8225087276624,-16.6852228644977
"CM1.ssp1","ssp1",23002,"2080s",-9.05316673783644,-12.9375607597897
"CM2.ssp1","ssp1",23002,"2080s",-3.35553270874073,-4.70609357425975
"CM3.ssp1","ssp1",23002,"2080s",-2.38544272006546,-7.83537951056953
"CM4.ssp1","ssp1",23002,"2080s",7.43120742484503,-8.74957926292655
"CM5.ssp1","ssp1",23002,"2080s",-3.87216075511883,-10.5064861438147
"CM6.ssp1","ssp1",23002,"2080s",-5.31543778522282,-11.1096071350887
"CM7.ssp1","ssp1",23002,"2080s",-12.275812187574,-8.99885029752454
"CM8.ssp1","ssp1",23002,"2080s",-6.77639668426029,-12.1372473053759
"CM9.ssp1","ssp1",23002,"2080s",-4.06294692466002,-6.08998439280139
"CM10.ssp1","ssp1",23002,"2080s",4.63958135187097,-0.060570944008705
"CM11.ssp1","ssp1",23002,"2080s",-1.95256291543314,-7.49168926353495
"CM12.ssp1","ssp1",23002,"2080s",-1.92690948722818,-4.19262325002405
"CM1.ssp3","ssp3",23002,"2080s",-14.1333663518793,-22.986600218074
"CM2.ssp3","ssp3",23002,"2080s",-15.5765965895831,-20.1564597877311
"CM3.ssp3","ssp3",23002,"2080s",-14.2584911424917,-16.848363738534
"CM4.ssp3","ssp3",23002,"2080s",-8.43240023760019,-17.9740621363956
"CM5.ssp3","ssp3",23002,"2080s",-17.6589656899908,-27.8464467516777
"CM6.ssp3","ssp3",23002,"2080s",-14.7191990998419,-18.8596786858023
"CM7.ssp3","ssp3",23002,"2080s",-17.6222265210476,-16.6926402097941
"CM8.ssp3","ssp3",23002,"2080s",-13.4643373957558,-14.4398525612299
"CM9.ssp3","ssp3",23002,"2080s",-14.2844613651993,-14.858677091642
"CM10.ssp3","ssp3",23002,"2080s",-9.08220704631827,-10.0128283362576
"CM11.ssp3","ssp3",23002,"2080s",-6.05483608730998,-17.69118154114
"CM12.ssp3","ssp3",23002,"2080s",-2.78883407544437,-4.52479959107518
"CM1.ssp5","ssp5",23002,"2080s",-18.543882123791,-26.9394427814386
"CM2.ssp5","ssp5",23002,"2080s",-19.721528886141,-23.1410269181487
"CM3.ssp5","ssp5",23002,"2080s",-12.0695137044114,-16.5377785181298
"CM4.ssp5","ssp5",23002,"2080s",-4.53839705039481,-17.9603241250782
"CM5.ssp5","ssp5",23002,"2080s",-19.1308351530743,-34.0107392982481
"CM6.ssp5","ssp5",23002,"2080s",-15.4039185152245,-23.1665499322918
"CM7.ssp5","ssp5",23002,"2080s",-21.5077361178947,-25.6695469698225
"CM8.ssp5","ssp5",23002,"2080s",-14.7311056693971,-11.9447199529829
"CM9.ssp5","ssp5",23002,"2080s",-14.2751785207074,-15.2625485799182
"CM10.ssp5","ssp5",23002,"2080s",-11.071561235861,-9.87008558206259
"CM11.ssp5","ssp5",23002,"2080s",-5.64271772065504,-14.0342732363391
"CM12.ssp5","ssp5",23002,"2080s",-8.9616470461272,-10.6724422065002
"CM1.ssp1","ssp1",24008,"2080s",-5.65745703653251,-7.68319998416291
"CM2.ssp1","ssp1",24008,"2080s",-1.570792175092,-4.45136496743937
"CM3.ssp1","ssp1",24008,"2080s",-0.410985136774087,-8.17449558114546
"CM4.ssp1","ssp1",24008,"2080s",5.42627913715069,-13.4033751203257
"CM5.ssp1","ssp1",24008,"2080s",-2.78474775050015,-9.95005275805735
"CM6.ssp1","ssp1",24008,"2080s",-3.1802992235588,-8.23639835504111
"CM7.ssp1","ssp1",24008,"2080s",-5.25014599961066,-6.14068532498088
"CM8.ssp1","ssp1",24008,"2080s",-1.45098039215686,-9.56289376066574
"CM9.ssp1","ssp1",24008,"2080s",0.238257805449853,-5.99945867346092
"CM10.ssp1","ssp1",24008,"2080s",3.06318547995729,-1.42898851313028
"CM11.ssp1","ssp1",24008,"2080s",0.352837638167827,-5.86680552602455
"CM12.ssp1","ssp1",24008,"2080s",1.79005092048571,-2.54574824455976
"CM1.ssp3","ssp3",24008,"2080s",-8.04643311913292,-13.9441911933101
"CM2.ssp3","ssp3",24008,"2080s",-7.57873329459618,-12.7081394400437
"CM3.ssp3","ssp3",24008,"2080s",-6.5212587831501,-11.9810169862849
"CM4.ssp3","ssp3",24008,"2080s",-3.07732272922557,-18.6381983041756
"CM5.ssp3","ssp3",24008,"2080s",-9.21974632146412,-18.1617076128178
"CM6.ssp3","ssp3",24008,"2080s",-6.82271176903219,-13.5875841658991
"CM7.ssp3","ssp3",24008,"2080s",-8.61553435857504,-9.32015381877501
"CM8.ssp3","ssp3",24008,"2080s",-5.84274509803921,-9.85743418777503
"CM9.ssp3","ssp3",24008,"2080s",-7.67572109990116,-11.5952661336256
"CM10.ssp3","ssp3",24008,"2080s",-4.2523536833932,-7.00300284764399
"CM11.ssp3","ssp3",24008,"2080s",-2.71026943231088,-12.5562011669381
"CM12.ssp3","ssp3",24008,"2080s",1.43360752056404,-3.00526770179639
"CM1.ssp5","ssp5",24008,"2080s",-9.55649658957426,-14.2416776018141
"CM2.ssp5","ssp5",24008,"2080s",-9.93085415456131,-13.0880640327017
"CM3.ssp5","ssp5",24008,"2080s",-4.91129693553376,-12.515484894458
"CM4.ssp5","ssp5",24008,"2080s",-1.15179793579584,-18.9772221046769
"CM5.ssp5","ssp5",24008,"2080s",-10.0749997536145,-22.1960113148272
"CM6.ssp5","ssp5",24008,"2080s",-7.14000128337389,-16.6433663722316
"CM7.ssp5","ssp5",24008,"2080s",-10.5789371228343,-13.9737527617901
"CM8.ssp5","ssp5",24008,"2080s",-6.54156862745098,-7.60824511714532
"CM9.ssp5","ssp5",24008,"2080s",-7.17896073759651,-11.1830402649323
